,praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
568,88.2,39.6,27.9,89.8,35.9,6.21,24.1,698.0,40.7,73.7,45.7
569,99.1,53.3,17.2,101.0,26.7,38.5,70.4,552.0,2.48,7.91,89.0
570,91.4,18.3,21.5,28.4,4.66,29.2,55.2,588.0,29.4,77.0,200.0
571,50.0,28.1,12.3,117.0,16.3,27.6,40.0,223.0,5.94,24.4,103.0
572,47.0,30.2,22.3,37.5,18.3,2.11,14.1,23.9,2.21,22.7,80.6
573,53.8,22.1,15.8,11.4,10.8,11.7,34.9,193.0,3.34,14.5,77.0
574,32.2,17.6,16.4,88.2,37.2,9.56,22.5,557.0,16.1,31.1,18.4
575,66.7,44.1,14.5,15.4,8.13,15.4,34.0,392.0,22.7,37.9,17.9
576,40.3,14.6,12.2,64.4,20.7,19.1,29.2,382.0,22.1,36.2,17.8
577,14.3,8.43,11.2,15.4,55.2,9.47,33.4,1104.0,26.9,44.1,13.6
578,57.3,35.5,15.3,21.7,20.2,19.5,38.5,396.0,2.62,27.9,8.9
579,2.97,7.23,14.2,73.7,6.85,17.5,25.5,195.0,1.76,8.43,75.0
580,13.1,1.53,34.0,66.7,11.1,12.6,24.6,355.0,1.53,19.3,75.7
581,95.6,33.1,22.7,47.4,12.9,34.3,44.5,237.0,5.67,16.0,82.8
582,36.5,19.3,18.4,16.3,33.7,13.2,106.0,400.0,17.0,35.9,13.5
583,91.4,26.2,22.9,43.3,27.1,20.2,36.2,328.0,12.2,22.9,3.02
584,70.4,41.4,18.3,83.5,14.5,43.7,77.7,1219.0,11.9,22.7,15.8
585,73.7,29.4,27.1,188.0,74.3,13.2,32.2,259.0,20.9,35.9,9.14
586,142.0,107.0,45.7,138.0,75.0,26.4,45.7,403.0,14.6,21.7,11.9
587,34.0,13.3,33.7,271.0,71.0,4.41,39.2,982.0,20.7,28.9,9.65
588,82.8,35.2,25.5,92.2,64.4,7.99,26.9,632.0,14.5,25.0,11.8
589,53.8,23.9,14.1,70.4,4.07,9.22,10.5,334.0,6.04,12.9,75.7
590,62.6,43.3,26.7,170.0,28.4,3.75,10.6,389.0,11.2,18.9,10.9
591,42.6,22.7,14.3,204.0,33.7,56.2,87.4,578.0,5.62,22.3,102.0
592,25.9,11.7,23.7,32.2,24.1,16.7,42.9,483.0,4.18,19.3,40.3
593,50.5,32.2,42.2,47.4,28.4,27.4,46.1,470.0,5.28,13.2,36.2
594,8.66,5.38,8.28,102.0,15.4,19.5,18.1,407.0,11.2,28.1,163.0
595,31.9,22.1,20.9,145.0,26.2,12.7,20.7,334.0,15.7,35.2,12.0
596,31.9,22.5,15.7,32.5,26.9,7.43,25.9,655.0,17.9,44.1,14.7
597,43.3,21.7,21.7,16.0,22.5,2.81,12.3,757.0,8.35,26.4,13.0
598,56.2,34.9,25.9,6.21,1.0,19.6,37.9,352.0,1.0,3.82,5.14
599,47.8,34.9,13.5,21.7,13.9,9.56,19.1,483.0,1.55,25.3,87.4
600,14.3,22.3,10.0,31.6,29.4,5.52,21.9,334.0,14.2,26.4,10.3
601,31.6,23.5,31.3,14.5,14.1,10.3,16.8,478.0,5.09,12.1,50.5
602,58.8,19.1,19.6,100.0,19.8,9.65,45.7,939.0,2.09,13.9,61.0
603,34.0,20.2,16.0,37.9,16.3,16.3,25.0,264.0,11.0,27.4,36.8
604,37.9,32.8,31.6,131.0,16.4,44.9,73.7,308.0,1.63,21.5,95.6
605,31.6,21.7,26.7,51.4,18.6,14.7,49.6,1186.0,26.2,58.3,19.5
606,102.0,50.0,42.2,78.4,32.8,17.0,57.3,1114.0,6.32,18.1,101.0
607,25.3,14.5,28.9,65.5,37.9,47.4,66.1,264.0,18.3,35.9,5.14
608,14.7,44.9,29.2,276.0,76.4,45.7,65.5,403.0,27.1,49.6,21.1
609,41.4,20.7,12.1,18.3,14.9,7.84,21.5,1155.0,6.32,16.4,9.31
610,20.7,8.98,19.1,39.6,26.9,14.6,23.5,368.0,19.5,38.5,14.3
611,15.5,26.2,19.6,20.2,11.3,8.74,28.4,407.0,8.58,21.3,34.6
612,56.2,34.9,17.0,20.0,15.0,7.3,22.7,973.0,3.08,15.3,60.4
613,23.5,23.9,12.7,21.1,32.5,15.8,31.6,271.0,5.94,19.5,18.3
614,73.7,14.1,50.5,82.0,23.9,25.3,47.4,1134.0,20.2,23.1,8.9
615,55.2,20.7,21.7,27.4,12.5,14.5,41.4,1407.0,22.3,28.1,21.5
616,32.2,21.3,17.9,89.8,27.1,4.14,17.8,372.0,43.7,59.9,19.5
617,65.5,38.5,20.4,133.0,37.2,59.9,110.0,1358.0,2.74,13.9,98.2
618,28.6,47.4,17.8,66.7,27.9,12.4,20.2,414.0,16.7,31.1,11.2
619,28.9,16.5,20.2,23.7,4.14,4.7,18.9,7.43,1.68,91.4,3.55
620,25.5,15.8,13.7,300.0,42.9,16.0,27.4,284.0,19.5,34.9,20.5
621,37.2,25.3,17.5,82.0,24.6,7.77,16.8,426.0,16.5,26.7,6.79
622,79.9,28.6,2.67,300.0,40.3,29.2,52.8,626.0,7.7,25.7,189.0
623,43.3,15.5,1.06,202.0,24.6,20.2,30.5,379.0,12.1,24.6,16.3
624,36.2,20.7,23.9,20.0,11.0,10.6,21.3,453.0,4.0,9.91,54.7
625,77.7,40.0,18.9,22.7,14.2,10.9,39.2,362.0,4.07,21.5,136.0
626,89.0,24.4,37.2,35.5,10.8,9.73,11.3,337.0,12.5,25.9,8.13
627,114.0,26.7,9.47,124.0,24.4,13.0,20.5,284.0,3.4,13.9,1.0
628,63.8,22.1,5.78,8.74,14.2,17.6,31.3,362.0,5.83,21.9,34.9
629,37.2,11.1,23.5,100.0,26.7,15.7,73.7,519.0,30.5,82.8,19.1
630,75.0,44.5,24.1,11.8,20.7,6.67,14.5,422.0,24.8,35.2,6.61
631,68.5,21.9,12.7,95.6,32.2,8.51,15.8,343.0,25.7,56.7,21.5
632,23.1,12.1,25.3,36.5,17.0,14.1,29.4,392.0,15.7,26.4,16.5
633,55.2,32.8,16.3,16.4,25.7,24.1,49.1,806.0,6.32,11.7,54.7
634,12.6,8.06,4.91,19.5,69.8,8.28,23.5,542.0,11.0,29.7,89.8
635,102.0,79.9,15.4,17.0,5.23,5.33,11.1,422.0,7.57,42.2,149.0
636,79.9,28.9,25.7,24.6,10.4,24.1,29.7,274.0,10.3,16.1,67.9
637,83.5,31.1,22.5,67.3,28.6,12.0,25.3,178.0,33.1,66.1,34.9
638,80.6,40.7,16.8,14.2,4.1,20.2,33.4,239.0,3.96,7.17,82.0
639,58.3,46.1,19.6,153.0,18.6,4.57,1.7,113.0,106.0,153.0,34.3
640,61.0,27.9,32.8,52.8,11.2,12.9,30.5,271.0,12.2,19.3,9.47
641,50.9,15.0,16.5,17.5,5.42,44.1,82.8,1176.0,8.43,21.9,15.4
642,15.3,16.7,21.9,106.0,40.0,9.47,22.5,429.0,33.1,51.4,17.8
643,49.1,24.6,10.1,145.0,14.3,12.3,24.4,453.0,26.2,37.9,17.6
644,42.9,24.6,24.8,59.4,20.7,22.5,41.8,407.0,21.1,44.9,18.8
645,57.3,30.8,48.7,9.73,64.4,15.5,27.4,523.0,7.84,24.1,92.2
646,14.5,40.7,19.6,426.0,73.0,15.3,33.1,334.0,3.02,20.0,79.1
647,89.8,19.3,16.5,15.8,1.3,43.7,79.9,1731.0,12.1,24.6,8.74
648,58.8,17.6,24.8,179.0,61.5,17.3,69.2,717.0,2.04,30.5,86.6
649,139.0,110.0,23.5,496.0,84.3,20.7,40.7,410.0,20.2,40.0,19.3
650,36.5,18.4,3.25,9.73,38.9,4.22,13.0,241.0,16.3,36.5,20.9
651,18.8,19.5,25.9,322.0,51.9,10.5,23.1,365.0,3.79,10.9,73.7
652,35.9,15.1,10.8,85.8,21.3,10.1,23.7,414.0,21.9,53.8,27.1
653,36.8,19.6,22.3,106.0,27.1,11.5,21.5,294.0,2.02,11.1,86.6
654,62.6,27.6,77.0,53.8,16.0,7.77,14.1,331.0,18.6,39.6,12.9
655,52.8,28.4,16.3,108.0,44.9,16.4,30.8,213.0,18.9,32.2,19.5
656,51.9,24.4,23.3,124.0,41.0,10.8,20.7,331.0,27.9,61.0,32.8
657,8.43,19.8,18.9,139.0,49.6,15.7,26.7,294.0,1.0,101.0,6.21
658,37.2,16.7,14.7,81.3,13.3,9.39,24.8,328.0,24.8,41.4,32.8
659,69.2,37.2,21.3,40.0,21.5,13.6,28.1,359.0,12.2,26.4,59.4
660,24.6,16.0,23.7,392.0,113.0,16.8,29.2,355.0,12.0,47.0,191.0
661,42.9,20.5,18.4,64.9,42.9,4.03,11.1,400.0,29.2,37.9,15.4
662,84.3,18.6,17.2,25.0,9.56,5.99,13.0,311.0,21.9,36.8,13.7
663,48.3,36.8,28.9,36.2,12.7,29.7,44.1,257.0,16.3,27.4,10.8
664,31.1,12.6,3.96,13.2,47.0,27.4,41.0,346.0,2.53,12.5,82.8
665,37.5,31.1,22.1,27.9,27.9,18.8,37.2,573.0,1.88,33.1,54.7
666,27.6,20.2,14.5,122.0,26.9,8.35,12.1,418.0,19.6,35.9,22.5
667,37.9,13.7,6.32,12.7,48.3,54.2,78.4,1230.0,8.13,18.8,10.6
668,150.0,55.7,39.6,70.4,85.1,51.9,88.2,649.0,23.1,42.2,20.4
669,51.4,22.5,15.4,21.7,14.3,16.8,32.8,365.0,9.31,14.9,41.8
670,38.5,19.1,22.1,23.1,5.94,29.4,33.7,271.0,30.5,58.8,59.4
671,63.2,37.2,37.9,81.3,39.2,316.0,621.0,1472.0,18.1,30.8,9.73
672,26.9,19.8,25.0,20.0,7.1,13.1,30.2,851.0,5.94,30.0,239.0
673,26.9,14.7,8.9,85.8,8.58,9.39,19.8,505.0,20.5,39.2,25.7
674,61.0,17.3,32.5,34.9,26.7,20.7,126.0,150.0,12.5,52.8,264.0
675,51.9,23.5,37.2,54.7,2.5,22.5,37.2,300.0,33.7,55.2,38.2
676,34.6,14.5,17.0,100.0,15.8,22.1,26.7,204.0,23.3,48.7,47.8
677,97.3,28.4,30.5,44.9,12.5,15.5,26.4,267.0,7.84,54.7,343.0
678,6.26,21.1,1.0,137.0,4.29,6.15,15.5,1446.0,11.3,18.9,9.91
679,17.5,36.2,4.26,429.0,40.3,10.3,39.6,85.1,23.3,66.1,12.1
680,2.74,3.96,38.2,37.9,9.56,47.0,71.7,1144.0,25.9,50.5,113.0
681,48.3,28.6,26.7,84.3,29.7,5.67,16.5,491.0,5.38,38.5,121.0
682,53.8,38.5,20.0,14.2,9.73,8.06,15.8,407.0,17.2,26.4,19.3
683,62.1,20.7,14.7,14.5,8.13,9.31,24.8,414.0,3.49,33.7,204.0
684,61.5,26.2,4.96,92.2,24.8,18.4,20.0,599.0,11.5,18.4,6.55
685,62.6,37.5,61.0,155.0,21.7,12.9,14.1,375.0,23.1,47.0,26.2
686,103.0,37.9,10.6,47.0,8.98,17.0,32.8,255.0,2.69,44.5,1.95
687,40.7,9.39,23.1,18.6,2.44,6.44,19.5,331.0,8.58,20.0,7.99
688,107.0,27.9,11.0,141.0,31.9,14.2,27.4,337.0,11.2,24.6,10.4
689,106.0,55.2,18.4,16.5,10.4,19.1,30.0,286.0,4.26,15.7,71.7
690,41.0,28.4,20.7,13.8,17.3,15.7,90.6,991.0,26.7,43.3,23.5
691,18.9,11.0,14.2,8.66,34.6,153.0,239.0,704.0,32.5,41.4,13.9
692,35.2,23.5,25.5,22.3,4.03,9.47,12.9,331.0,13.6,36.2,10.1
693,39.6,17.3,13.8,111.0,51.4,12.2,18.1,400.0,2.15,93.9,3.37
694,17.0,6.73,7.23,55.7,8.2,3.59,29.2,649.0,19.5,39.6,7.37
695,92.2,31.3,9.82,36.2,88.2,5.88,12.1,382.0,8.06,20.5,7.3
696,25.5,18.9,16.7,28.9,4.83,8.43,13.6,661.0,15.8,37.9,18.4
697,63.8,28.6,20.5,19.3,6.98,20.9,26.7,382.0,11.1,22.7,30.0
698,22.5,44.5,12.7,157.0,12.1,22.7,27.1,445.0,17.9,40.0,12.7
699,38.9,14.3,18.9,167.0,36.5,5.23,5.19,519.0,15.7,24.6,23.5
700,20.5,6.79,17.8,164.0,47.8,13.2,20.5,547.0,15.1,35.2,12.9
701,89.8,40.7,21.9,16.0,24.1,23.3,51.9,1084.0,4.41,12.3,60.4
702,109.0,69.2,13.6,77.0,5.52,75.7,107.0,562.0,19.3,35.9,30.2
703,62.1,25.0,59.4,109.0,31.6,31.1,52.3,947.0,28.4,49.1,5.67
704,37.5,19.5,21.9,93.9,31.9,15.8,25.7,352.0,27.4,34.3,17.8
705,64.4,22.3,36.5,359.0,62.6,11.8,21.7,461.0,13.3,20.9,10.8
706,30.0,24.8,16.7,79.1,42.2,16.8,33.1,1346.0,12.0,30.5,16.8
707,35.2,16.1,36.8,47.4,10.5,10.3,14.3,1046.0,36.8,98.2,62.1
708,60.4,15.5,13.6,70.4,40.3,8.43,21.3,250.0,23.7,40.0,29.7
709,34.9,31.6,21.9,246.0,78.4,10.6,34.6,461.0,37.2,59.4,32.5
710,47.4,34.6,7.04,33.7,37.5,7.37,10.9,407.0,31.3,50.9,33.1
711,18.1,29.2,17.6,40.3,38.5,12.3,16.8,461.0,6.85,11.5,29.7
712,52.3,32.5,12.4,50.9,22.3,18.1,32.8,352.0,8.06,28.9,4.83
713,66.1,24.6,38.5,123.0,37.9,13.1,22.3,365.0,11.4,39.6,92.2
714,18.6,29.2,13.5,17.0,13.7,17.9,21.1,346.0,11.0,23.5,15.3
715,38.9,23.3,12.4,27.9,48.3,2.19,12.6,63.8,8.66,21.7,26.9
716,92.2,16.7,5.62,7.43,27.6,55.2,76.4,784.0,16.0,28.6,8.2
717,139.0,56.7,51.9,41.0,47.8,17.9,43.3,1155.0,11.4,31.1,34.3
718,92.2,36.5,3.75,113.0,17.6,24.8,32.2,319.0,3.85,18.1,23.5
719,78.4,30.5,19.3,89.8,33.4,4.22,31.9,813.0,1.58,18.8,54.7
720,23.9,23.7,28.4,30.0,7.43,16.8,33.7,223.0,4.26,41.8,136.0
721,92.2,30.8,20.2,21.5,6.1,26.9,51.9,1526.0,1.78,22.5,84.3
722,35.9,28.1,12.1,135.0,25.9,6.26,12.6,429.0,17.6,27.6,11.2
723,64.4,18.1,23.7,16.4,3.37,16.3,34.0,355.0,9.91,20.9,6.32
724,82.0,28.1,13.2,79.9,33.4,8.43,17.8,594.0,29.7,47.8,83.5
725,55.2,20.4,25.5,15.7,16.4,23.3,34.0,319.0,11.1,27.4,4.37
726,39.2,26.2,22.5,105.0,22.7,15.4,24.8,382.0,33.1,89.8,30.0
727,66.1,33.4,48.7,55.2,17.8,11.0,28.1,679.0,11.5,23.3,26.4
728,62.6,23.9,24.8,35.5,8.28,9.82,27.1,441.0,9.73,27.4,53.8
729,53.8,15.0,12.9,67.9,7.17,22.3,38.5,292.0,1.47,9.39,71.0
730,17.5,15.5,25.9,26.4,14.6,15.4,36.5,217.0,35.5,77.0,20.0
731,53.3,24.1,7.57,86.6,20.0,23.7,45.7,1027.0,10.7,20.7,10.2
732,33.1,17.0,9.82,26.7,44.1,15.8,25.3,583.0,17.8,39.6,21.5
733,71.7,25.9,24.8,104.0,37.5,20.5,35.5,308.0,23.3,46.1,31.6
734,29.4,16.7,18.9,95.6,34.6,13.6,22.5,322.0,24.1,34.3,12.9
735,62.1,24.4,8.43,7.5,15.5,8.43,21.3,429.0,24.6,37.5,24.1
736,48.7,20.7,15.7,77.7,23.5,12.3,36.8,679.0,1.0,85.1,9.47
737,50.9,18.4,49.6,52.8,23.5,8.9,18.1,491.0,18.4,39.2,12.5
738,13.0,4.37,11.9,41.0,17.9,7.23,31.1,1486.0,18.8,46.1,20.0
739,50.5,25.7,24.1,17.6,15.5,9.65,20.5,418.0,4.18,40.7,68.5
740,38.5,15.8,15.3,47.8,61.5,20.2,25.5,274.0,10.0,32.8,14.2
741,42.2,44.1,7.99,85.8,20.0,28.9,54.7,441.0,24.4,34.6,8.82
742,104.0,32.8,30.5,97.3,25.9,21.5,35.5,349.0,15.3,27.1,15.1
743,110.0,53.8,25.0,85.1,31.3,27.1,42.2,267.0,4.61,47.0,33.7
744,34.0,26.9,17.8,80.6,18.6,24.6,31.9,269.0,18.6,40.7,14.6
745,91.4,39.2,15.0,16.0,38.5,6.79,21.1,466.0,22.9,36.5,17.0
746,35.5,37.5,4.03,21.9,13.7,4.87,17.3,523.0,3.55,16.5,69.8
747,55.2,14.1,28.4,115.0,37.5,33.1,76.4,1346.0,14.5,26.9,9.22
748,37.5,16.4,18.6,41.0,5.19,2571.0,3555.0,4491.0,14.6,36.2,24.4
749,42.2,22.9,26.7,28.6,4.78,16.4,25.9,392.0,28.9,38.5,21.1
750,49.1,35.2,24.6,115.0,10.8,42.2,71.0,704.0,2.41,19.1,105.0
751,67.9,25.9,17.6,16.0,19.3,9.47,32.2,704.0,30.5,55.7,40.0
752,59.4,39.6,18.9,14.1,16.0,7.3,23.3,168.0,31.3,50.5,20.2
753,34.3,21.9,25.5,64.9,27.4,10.5,31.6,300.0,8.06,21.3,5.99
754,164.0,41.0,70.4,193.0,65.5,41.4,49.6,331.0,24.4,41.0,12.3
755,36.5,8.82,24.1,12.9,4.53,16.4,26.4,155.0,25.9,40.7,19.1
756,48.7,32.8,1.0,118.0,10.3,1.54,14.3,610.0,2.69,35.5,58.8
757,76.4,32.2,22.5,89.0,16.1,11.4,22.5,478.0,10.7,20.4,3.49
758,25.7,20.5,28.4,85.8,26.4,47.0,86.6,470.0,21.9,36.8,14.5
759,12.0,13.7,19.5,15.7,13.2,65.5,111.0,2091.0,1.0,98.2,4.74
760,112.0,18.8,19.1,41.0,6.38,10.9,30.0,441.0,16.5,27.9,15.0
761,82.0,55.7,26.9,96.5,13.3,5.42,12.5,449.0,5.99,15.8,1.0
762,47.0,18.1,16.3,26.4,8.98,19.3,36.2,528.0,30.5,40.7,10.9
763,59.9,21.7,26.2,79.1,20.5,19.6,31.1,250.0,20.7,26.4,12.4
764,31.1,12.2,3.82,25.9,33.1,6.73,9.56,343.0,39.6,80.6,39.2
765,37.5,20.0,3.89,7.57,14.3,20.9,39.2,302.0,10.8,28.1,7.57
766,55.7,16.8,49.6,37.2,18.3,16.0,24.6,297.0,19.1,33.1,31.1
767,8.43,17.8,27.9,103.0,35.5,8.51,19.6,289.0,11.1,28.6,16.3
768,59.4,18.8,13.0,33.4,44.5,24.6,55.7,1512.0,34.3,76.4,34.0
769,69.8,30.5,33.1,117.0,55.7,10.6,28.1,806.0,2.5,23.5,57.8
770,40.3,15.5,15.0,63.8,29.4,26.4,43.7,649.0,11.2,26.2,10.4
771,38.9,9.82,32.8,47.4,66.1,14.6,28.9,300.0,11.3,20.9,4.03
772,31.3,23.5,31.3,155.0,41.4,6.49,14.2,449.0,15.4,25.9,16.1
773,72.3,17.2,24.4,24.8,17.6,7.17,37.5,63.2,2.71,21.1,97.3
774,48.3,15.5,16.8,167.0,36.2,11.5,18.6,414.0,12.4,14.9,13.8
775,18.6,10.3,63.2,51.4,24.8,7.84,13.9,505.0,5.78,13.9,71.7
776,54.2,13.7,20.0,14.2,25.9,5.28,14.5,34.0,10.2,25.5,9.06
777,33.4,13.6,107.0,176.0,59.9,26.4,34.0,284.0,1.37,18.9,63.2
778,37.2,16.4,6.1,7.99,12.6,26.4,59.4,1208.0,14.5,22.1,2.27
779,43.3,16.4,17.6,24.6,7.3,22.5,25.0,319.0,4.1,24.1,5.33
780,64.9,32.2,7.99,34.3,3.79,3.65,12.2,119.0,21.1,36.8,22.9
781,78.4,38.2,11.7,149.0,21.9,17.5,32.5,286.0,24.4,45.7,34.6
782,38.2,13.5,18.6,30.2,12.7,10.8,20.5,375.0,4.57,40.7,79.1
783,20.5,15.0,13.9,135.0,34.9,2.71,27.6,638.0,18.6,38.2,13.9
784,54.2,46.1,24.6,19.6,22.1,18.6,37.5,346.0,24.1,42.6,32.5
785,45.3,18.8,16.4,30.8,4.37,18.3,32.2,316.0,8.2,23.3,24.6
786,41.0,21.3,16.1,20.4,10.1,71.7,132.0,599.0,37.9,54.7,22.3
787,46.1,27.9,13.9,17.0,15.5,17.5,39.6,311.0,8.66,24.4,1.64
788,22.3,20.9,6.61,33.1,9.56,6.61,14.9,505.0,12.7,29.4,12.2
789,14.2,12.3,18.1,73.7,28.4,6.61,13.6,322.0,2.79,8.82,39.2
790,47.8,30.2,14.6,83.5,58.8,9.22,39.6,737.0,28.6,42.2,22.1
791,33.7,11.1,23.9,17.8,8.13,9.65,21.5,519.0,43.7,89.0,22.9
792,72.3,26.2,4.03,19.5,46.1,4.57,17.2,655.0,12.6,27.9,18.4
793,50.9,22.7,17.5,118.0,24.4,21.7,32.2,319.0,7.43,24.4,66.7
794,126.0,58.8,167.0,331.0,118.0,9.22,22.5,183.0,4.49,25.9,95.6
795,35.2,17.2,26.7,59.4,13.2,4.83,43.7,777.0,34.3,45.3,16.3
796,26.4,16.0,17.5,18.4,11.7,8.43,17.3,441.0,8.43,25.7,107.0
797,69.8,44.5,16.4,188.0,34.9,42.9,66.7,1114.0,19.1,48.3,25.3
798,24.1,17.2,17.6,88.2,15.0,12.6,29.4,284.0,18.3,38.9,12.7
799,4.87,14.5,10.8,195.0,38.9,20.5,39.6,176.0,11.0,22.5,5.88
800,56.7,24.1,8.35,20.5,31.6,7.5,21.9,461.0,4.29,13.2,62.1
801,15.4,26.4,16.4,55.7,15.3,15.4,25.0,457.0,7.7,19.3,14.2
802,46.1,23.5,10.4,73.7,12.5,5.42,14.2,519.0,17.0,26.4,18.4
803,41.0,18.1,18.3,79.1,15.4,17.5,28.1,365.0,22.7,34.6,11.2
804,41.4,30.5,14.2,126.0,27.6,20.4,43.7,300.0,14.2,24.8,22.9
805,65.5,33.7,12.2,14.5,10.2,14.2,28.4,229.0,5.42,30.0,94.7
806,60.4,34.0,1.0,491.0,42.9,41.4,71.0,638.0,28.4,42.6,17.6
807,77.0,20.7,65.5,56.2,33.7,20.9,35.5,414.0,3.02,14.2,62.6
808,63.8,23.7,1.0,118.0,10.9,51.4,100.0,1334.0,22.9,54.7,17.8
809,104.0,38.2,28.1,27.6,86.6,14.3,23.5,474.0,24.8,27.6,9.73
810,70.4,38.9,36.5,62.1,19.3,24.4,42.2,349.0,4.03,10.9,18.8
811,77.7,79.1,24.1,21.3,17.0,14.9,25.3,279.0,18.8,42.2,20.7
812,78.4,28.6,16.5,150.0,53.3,12.4,26.2,496.0,33.4,74.3,29.7
813,19.8,36.5,21.1,28.1,14.3,18.6,39.6,274.0,27.1,38.2,6.61
814,56.2,26.9,20.5,21.5,10.7,24.4,37.9,316.0,3.89,14.7,77.0
815,322.0,231.0,15.0,441.0,63.2,46.6,72.3,269.0,51.9,92.2,79.1
816,46.6,21.3,17.5,56.7,35.9,46.1,75.0,359.0,25.9,39.6,16.4
817,33.4,20.5,24.8,18.8,20.0,18.8,45.3,743.0,14.9,26.2,14.2
818,93.1,33.4,12.6,77.7,26.7,31.9,40.7,294.0,28.4,66.1,41.8
819,111.0,49.1,15.7,11.9,25.3,12.7,25.3,259.0,3.43,12.3,62.6
820,33.4,17.0,30.8,47.0,64.4,3.62,18.4,437.0,27.4,35.5,20.0
821,33.1,28.9,26.7,22.9,4.66,18.9,41.8,509.0,13.3,21.3,11.4
822,50.0,15.7,34.0,59.4,85.8,15.4,29.4,449.0,13.1,34.9,73.0
823,52.8,20.7,18.8,20.4,13.2,1.29,8.58,334.0,20.7,38.2,17.6
824,90.6,33.4,14.2,21.5,63.2,17.3,34.9,372.0,11.7,17.0,12.7
825,86.6,15.8,20.7,104.0,19.5,21.1,31.9,229.0,7.43,38.2,89.0
826,40.3,22.5,16.1,20.2,23.7,7.99,20.5,578.0,22.7,43.3,11.4
827,18.8,10.3,29.2,262.0,61.5,36.5,52.3,305.0,23.1,36.2,15.1
828,13.7,13.9,19.8,20.9,16.1,4.74,15.8,63.2,33.1,36.8,2.13
829,60.4,83.5,17.5,16.5,7.91,5.67,18.8,35.9,1.1,19.1,51.9
830,70.4,23.7,1.72,400.0,47.8,10.8,29.4,523.0,46.1,90.6,59.4
831,27.9,3.62,19.5,25.3,16.4,24.1,39.6,334.0,6.92,15.7,127.0
832,47.8,31.3,15.0,106.0,30.5,23.1,29.2,253.0,1.65,28.6,55.2
833,29.4,25.9,26.4,35.5,6.15,21.3,41.4,626.0,23.3,52.8,29.2
834,86.6,24.4,18.6,17.8,12.6,91.4,173.0,858.0,9.73,20.0,16.7
835,126.0,105.0,23.5,64.4,36.2,7.1,18.4,422.0,16.8,25.7,18.4
836,54.2,26.9,15.4,13.5,3.11,18.4,35.5,319.0,10.6,23.3,15.1
837,34.6,13.8,9.56,200.0,25.3,8.28,17.0,542.0,9.31,10.6,34.0
838,62.1,22.3,16.0,24.1,22.1,11.2,38.5,649.0,8.74,19.3,17.0
839,60.4,22.1,27.6,21.9,10.1,5.47,20.2,939.0,18.4,48.7,168.0
840,84.3,23.1,18.4,61.0,21.3,6.79,32.2,723.0,9.82,28.4,14.1
841,43.3,22.1,10.8,106.0,16.1,7.04,13.2,757.0,5.05,10.7,41.4
842,66.1,28.4,30.8,198.0,30.0,10.1,27.6,426.0,18.1,31.1,10.6
843,25.5,13.2,22.3,12.7,32.5,7.91,31.3,385.0,15.5,30.0,84.3
844,32.8,12.6,12.3,17.8,48.3,28.9,51.4,799.0,10.6,17.3,7.5
845,19.5,49.6,6.1,16.1,28.1,17.3,31.6,649.0,20.9,44.9,16.8
846,46.6,22.1,17.6,27.1,15.4,62.6,99.1,2072.0,19.3,38.2,25.3
847,41.4,11.7,89.0,207.0,52.8,24.8,43.3,410.0,1.76,28.6,82.8
848,42.2,27.6,21.5,67.9,12.3,8.28,15.8,562.0,21.9,29.7,8.28
849,62.1,21.7,9.56,6.49,34.3,15.3,23.1,319.0,11.9,35.5,50.9
850,103.0,32.2,10.2,13.2,50.9,5.28,5.62,239.0,14.5,22.9,5.23
851,77.7,23.7,24.8,60.4,44.5,21.5,25.0,289.0,32.2,83.5,27.1
852,46.6,15.0,8.51,120.0,22.3,6.1,20.0,478.0,20.9,36.8,9.65
